project,url,entity type,body,entity,notes
freeCodeCamp/freeCodeCamp/,https://github.com/freeCodeCamp/freeCodeCamp/pull/9740#issue-165833421,branch_name,"Pre-Submission Checklist
Your pull request targets the staging branch of FreeCodeCamp.
Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
You have only one commit (if not, squash them into one commit).
All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.",staging,just extracted relevant text
tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/issues/22#issuecomment-258304149,branch_name,"""Your wish is being granted, Eigen is being ported over AMD GPU via HIP. The second part of your request is can we bring standardized tool supporting FLOAT16 that ships with all our GFX8 GPU's, wish granted.""
Our development branch of AMDGPU compiler now support's both Float16 and Int16 native instruction, instead of emulating FP16/Int16 with up convert & down convert instructions to convert from FP16/Int16 to Float and back.",development,just extracted relevant text
tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/issues/22#issuecomment-298019161,branch_name,"In the meantime, feel free to contribute to https://github.com/triSYCL/triSYCL and the TensorFlow & Eigen branches dealing with SYCL...

",TensorFlow,just extracted relevant text
tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/issues/22#issuecomment-298019161,branch_name,"In the meantime, feel free to contribute to https://github.com/triSYCL/triSYCL and the TensorFlow & Eigen branches dealing with SYCL...",Eigen,just extracted relevant text
tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/issues/22#issuecomment-302114417,branch_name,@cathalgarvey I have been using Caffe OpenCL branch on AMD's GPUs and it works just fine. make run test passed all tests except one,OpenCL,
tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/issues/22#issuecomment-302122670,branch_name,"Installing ROCm to build/test hipCaffe required me to uninstall
AMDGPU-pro, perhaps I'll try the vanilla branch again. It's poorly
documented, unfortunately.. I suppose I'll try a blind ""make"" and see.",vanilla,just extracted relevant text
tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/issues/22#issuecomment-327673607,branch_name,"ubuntu 14.04
tensorflow master branch
build opencl support, and only opencl intel cpu runtime installed.
python2.7
follow https://developer.codeplay.com/computecppce/latest/getting-started-with-tensflow guide
execute python classify_image.py
it seems didn't call opencl driver. (I added my opencl icd wrapper, didn't see anything)
Is there any config need add in python code?
Like sess.graph.device('/cpu0')",master,just extracted relevant text
tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/issues/22#issuecomment-350857556,branch_name,"I can also successfull compile and use the tensorflow (currently version 1.4.1) CPU version. But i fail to successfully compile the OpenCL version of tensorflow. I use computecpp 0.5 (the current one i can download without need to registering) together with vanilla tensorflow 1.4.1 and with the ""dev/amd_gpu"" branch from @lukeiwanski's fork.
So could please someone who successfully compiled the OpenCL version of tensorflow provide some information which version of the computecpp library and which branch of which tensorflow git he/she is using?",dev/amd_gpu,just extracted relevant text
tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/issues/22#issuecomment-352481313,branch_name,"When i use the amd_gpu branch with a jupyter notebook, there seems to be a left over thread. python still uses 100% of one cpu, even after the computation has finished. Restarting the kernel finishes the stray thread. Does anybody else experience this?",amd_gpu,
tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/pull/2002#issuecomment-218683138,branch_name,"@wchan
yes that is actually true, I thought that you could create the Back Operator from the Forward Operator and thus passing some reference from it. My work in progress code is in my branch feature/cudnn-rnn-lstm
yes you need to be whitelisted to actually run the testing.",feature/cudnn-rnn-lstm,
tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/pull/11392#issuecomment-318574809,branch_name,The above error is fixed by recent commits on master branch.,master,
tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/pull/11392#issuecomment-320828962,branch_name,"No, we can merge this PR any time, but it won't be in the 1.3 branch, and
if anyone installs the 1.3 binary they won't see it's effects.",1.3,
ohmyzsh/ohmyzsh,https://github.com/ohmyzsh/ohmyzsh/issues/377#issuecomment-4204013,branch_name,"I don't think we've figured out where the sweet spot is here. It's not 5, it's not 100... it's somewhere in between. As you'll have seen over the past few months, I've stopped auto-accepting new themes until I can sort this out. We're going to introduce a new approval process where people will need to get enough votes from the community for it to get merged into my master branch. Details to come on this front.",master,just extracted relevant text
ohmyzsh/ohmyzsh,https://github.com/ohmyzsh/ohmyzsh/issues/7175#issuecomment-541782284,branch_name,Hi! I'll take git-remote-branch -> #8259,git-remote-branch,
ohmyzsh/ohmyzsh,https://github.com/ohmyzsh/ohmyzsh/pull/5113#issuecomment-251833403,branch_name,"Hello. I tried checking out this PR, however problem with up-arrow not doing partial search and non-working home/end keys still presists, same thing happens on master branch.
Currenly my workaround is to execute zle-line-init, but that persists only for next command. doing zle-line-init; zle-line-finish however does not help.",master,split comment for two mentions
ohmyzsh/ohmyzsh,https://github.com/ohmyzsh/ohmyzsh/pull/5113#issuecomment-251833403,branch_name,"I am at loss, where should I look? I have two machines with more-or-less same setup, on one problem exists, on other problem is absent even on master branch. Currenly only important difference I see is that problem occurs on zsh version 5.2, while on zsh version 5.0.7 it does not. Both machines are running Debian, but different versions (testing/sid and stable respectively).",master,split comment for two mentions
ohmyzsh/ohmyzsh,https://github.com/ohmyzsh/ohmyzsh/pull/215#issuecomment-1239770,branch_name,"Sorin, I didn't remove the symlink: rather, the symlink never existed in my fork's history in the first place. That's what I meant by ""disjoint"".
I don't see any issues with syntax coloring, everything seems normal. Try my OMZ fork's personal or history branch for example.",history,
ohmyzsh/ohmyzsh,https://github.com/ohmyzsh/ohmyzsh/pull/215#issuecomment-1260877,branch_name,"Just merged the latest sunaku/history branch, still working as expected.
FYI, I'm using these plugins:
plugins=(vi-mode git brew ruby gem macports github osx rvm history-substring-search)",sunaku/history,
ohmyzsh/ohmyzsh,https://github.com/ohmyzsh/ohmyzsh/pull/2650#issuecomment-40838631,branch_name,"Not exactly.. Maybe you were still on your patch-1 branch when you did something else, and then those three extra patches from two other people made their way into this PR. I suggest you reset to the time when you created this branch and redo the changes + a single commit, then force push the branch to your repo.
Otherwise, closing this PR and creating a new one from a clean branch with just that one exclude-dir commit might be easier ;)",patch-1,
ohmyzsh/ohmyzsh,https://github.com/ohmyzsh/ohmyzsh/pull/2827#issuecomment-44589056,branch_name,This belongs in my other super PR — @yachi should be sending a PR to my plugin-git branch anytime soon.,plugin-git,
ohmyzsh/ohmyzsh,https://github.com/ohmyzsh/ohmyzsh/pull/9935#issuecomment-863556948,branch_name,"I believe this PR is a step backwards compared to the usefulness this plugin has in its current state on the master branch.
There are multiple other plugins that take care of setting the PATH so the user doesn't have to mess around with it. And at least for me, this has always worked - like magic. All my shells, interactive or not, behave as I expect them to. I do not have a .profile or .zprofile in my HOME. I do have a /etc/zprofile that calls path_helper on macOS. Maybe thats all we need to be happy.",master,just extracted relevant text
ohmyzsh/ohmyzsh,https://github.com/ohmyzsh/ohmyzsh/pull/9676#issuecomment-784004442,branch_name,"glom is supposed to list the branch commit since the main branch. It looks like the $(git_main_branch) returned nothing, making it behave like glo.",main,
facebook/react,https://github.com/facebook/react/issues/11347#issuecomment-713669852,branch_name,"I also have WIP branch of Skate implementing both of what has been referred to as deep and shallow SSR, specifically for React. The learnings from this work thus far, are that you can't have a single JSX wrapper for all libraries if you want to do deep SSR because each library is dependent on their own APIs and algorithms for doing so. (For context, Skate has a core custom element part of its library and small layers built to integrate each popular library on the market to make consumption and usage consistent across the board.)",WIP,just extracted relevant text
facebook/react,https://github.com/facebook/react/issues/10294#issuecomment-318673559,branch_name,"@gaearon i'll do one better, i'll make a staging branch of my app with it. give me ~10m",staging,
facebook/react,https://github.com/facebook/react/issues/10294#issuecomment-318889199,branch_name,Reproducible minimal example: https://github.com/MichalZalecki/react-boilerplate-lite/tree/react-fiber (note react-fiber branch),react-fiber,just extracted relevant text
facebook/react,https://github.com/facebook/react/issues/2127#issuecomment-216318529,branch_name,"@isiahmeadows FYI, Mithril's rewrite branch does support fragments.
@spicyj You're welcome to take a look at the implementation[1][2] and tests[1][2] if you aren't already following it. The whole diff engine is only about 400 LOC, so it should hopefully be easy to follow",rewrite,
facebook/react,https://github.com/facebook/react/issues/8854#issuecomment-292595988,branch_name,"@gaearon Right now it's just in our 15.5-dev branch. Haven't decided where it should live. I'm cool with either leaving it in the React repo for now, or moving it to its own repo. Any preference?",15.5-dev,
facebook/react,https://github.com/facebook/react/issues/8854#issuecomment-301439431,branch_name,Please file an issue in this repo. The module itself is in the 15-stable branch (since we don't plan further development).,15-stable,
facebook/react,https://github.com/facebook/react/pull/8589#issue-196069178,branch_name,"@aweary Should we start working from a branch other than master? I can't do that, but I'd be happy to adjust the base of this PR to a browser-quirks (or whatever) branch on the main repo.",master,
facebook/react,https://github.com/facebook/react/pull/8589#issue-196069178,branch_name,"@aweary Should we start working from a branch other than master? I can't do that, but I'd be happy to adjust the base of this PR to a browser-quirks (or whatever) branch on the main repo.",browser-quirks,
facebook/react,https://github.com/facebook/react/pull/22184#issuecomment-970533253,branch_name,"Here is the output with the current state of this PR (Disclaimer that I couldn't get the main branch of custom-elements-everywhere to build, this is based on a commit in that repo 11 months ago):",main,
facebook/react,https://github.com/facebook/react/pull/5746#issuecomment-193472717,branch_name,"As per conversation with Sebastian, going to tentatively accept. We will sync with a few people internally to let them know that this change is coming down the pipeline, and push to www early in the week to maximize internal testing and make sure we're not breaking things.
@jquense can you fix the minor unit test failure?
@spicyj can you take a glance, and flag anything that you think would be a show stopper here?
Note to self: verify that we've cut v15 branch before merging.",v15,
vuejs/vue,https://github.com/vuejs/vue/issues/7186#issuecomment-532646048,branch_name,"@elevatebart As far as I know, there is no standard ways for documenting source code and every library provider is writing their own generator at the moment. Just 2 weeks ago quasar has merged PR to include web-types (quasarframework/quasar#4749) and the feature should be released soon (dev branch was merged yesterday). Bootstrap-vue and vuetify have opened PRs to generate web-types. On my side I've written a generic generator which extracts information during runtime and combines it with static code analysis (https://github.com/JetBrains/web-types/tree/master/scripts/vue), which is used for extracting web-types for older versions of libraries already published on NPM. There are still some missing pieces of information in the format (e.g. JetBrains/web-types#7) and thanks to reports from the community the format is being improved.",dev,just extracted relevant text
vuejs/vue,https://github.com/vuejs/vue/issues/2873#issue-154817717,branch_name,"General Notes
A checked item means it has been implemented in the 2.0 development branch.
Features subject to change during development.
The breaking change list is not guaranteed to be complete during development.
There are some upgrade tips at the end.",development,just extracted relevant text
vuejs/vue,https://github.com/vuejs/vue/issues/96#issuecomment-37565565,branch_name,"@bobyrizov v-if has been completely rewritten in latest dev branch. Tested with latest commit and the fiddle is working correctly - wait for the v0.10 release!
Also - in v0.10 you can dynamically resolve components (e.g. v-component=""{{type}}""), so it's actually not necessary to use v-if like that anymore.",dev,
vuejs/vue,https://github.com/vuejs/vue/issues/478#issuecomment-116599708,branch_name,"I'm ready to work on it some more to make it usable for everyone, and basically that's my business too. As for now i've done some basic transformations to make it more TypeScript-ish, and removed the clone() part as it was introducing maximum call stack size exceeded error and basically i'm not sure if that was necessary anyway?
P.S. Wouldn't it be better if you provide write access to vue-class-component for everyone, just not for the master branch, so one can contribute - to such a small and ""example style"" repo - without the need to fork?",master,just extracted relevant text
vuejs/vue,https://github.com/vuejs/vue/issues/78#issue-27156996,branch_name,"Tooling
Chrome dev tools extension ✓
CSP-compliant build ✓ (See csp branch)
CommonJS-based build setup ✓
Browserify + Vueify ✓
Webpack + vue-loader ✓
Scoped CSS (WIP)
Server-side rendering
Starter Kit",csp,just extracted relevant text
vuejs/vue,https://github.com/vuejs/vue/issues/1988#issuecomment-402956933,branch_name,"I probably don't think so. We are already working on the 2*-next experimental branch to the official branch, which will use ES6 Proxies to implement Reactivity. This hack, official or not, would not work with that branch since there won't be any __ob__ property, for example.",2*-next,
vuejs/vue,https://github.com/vuejs/vue/pull/6856#issue-266835729,branch_name,"The PR fulfills these requirements:
It's submitted to the dev branch for v2.x (or to a previous version branch), not the master branch
When resolving a specific issue, it's referenced in the PR's title (e.g. fix #xxx[,#xxx], where ""xxx"" is the issue number)
All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
New/updated tests are included",dev,just extracted relevant text
vuejs/vue,https://github.com/vuejs/vue/pull/6856#issue-266835729,branch_name,"The PR fulfills these requirements:
It's submitted to the dev branch for v2.x (or to a previous version branch), not the master branch
When resolving a specific issue, it's referenced in the PR's title (e.g. fix #xxx[,#xxx], where ""xxx"" is the issue number)
All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
New/updated tests are included",master,just extracted relevant text
vuejs/vue,https://github.com/vuejs/vue/pull/5887#issuecomment-322519168,branch_name,"Hi, @DanielRosenwasser When I clone your branch vue-router It seems not work. It took me a day to find out why.Fortunately, I found it.
This is not sure of the return value。
This is the right to return to rewrite.
I just started to learn Vue recently, do not know to rewrite the right.
That branch, I can't open an issue, and that's relevant, so I submitted it here.",vue-router,
vuejs/vue,https://github.com/vuejs/vue/pull/4652#issuecomment-283182944,branch_name,Resolved merge conflicts with current dev branch.,dev,
twbs/bootstrap,https://github.com/twbs/bootstrap/pull/6342#issuecomment-12411416,branch_name,"@mdo said:
you don't need to upgrade to every version. If your project doesn't have clear benefits to using v3, don't try to upgrade it.
@Yohn said:
I do have one question tho, is 3.0 going to following 2.3? or are there plans to do a 2.4? I can see the minor releases after 2.3 like 2.3.1 and 2.3.2 if needed
Are there any plans for upgrading (I mean only bugfixing, of course) 2.x branch after 3.0 release?",2.x,
twbs/bootstrap,https://github.com/twbs/bootstrap/pull/6342#issuecomment-14815577,branch_name,The pre-release docs up at rc.getbootstrap.com just disappeared in the last day or two... any chance they'll reappear soon for folks developing with the 3.0.0-wip branch?,3.0.0-wip,
twbs/bootstrap,https://github.com/twbs/bootstrap/pull/6342#issuecomment-16331020,branch_name,"@AndrewDryga You don't know what is WIP development? WIP is without alpha, beta, gama and delta, it's just development branch for one release.",development,
twbs/bootstrap,https://github.com/twbs/bootstrap/pull/6342#issuecomment-19309374,branch_name,"Where are the 3.x docs? I've been really excited to contribute to the project but can't figure out how to get it going. I've built and run the docs in the gh-pages and the 3.0.0-wip branches and they both point to the 2.3.x version. I checked out the commit @mdo pushed and was able to get to them that way but it doesn't look like that ever got merged... Am I missing something here?
Thanks for all the awesome help btw.",gh-pages,
twbs/bootstrap,https://github.com/twbs/bootstrap/pull/6342#issuecomment-19309374,branch_name,"Where are the 3.x docs? I've been really excited to contribute to the project but can't figure out how to get it going. I've built and run the docs in the gh-pages and the 3.0.0-wip branches and they both point to the 2.3.x version. I checked out the commit @mdo pushed and was able to get to them that way but it doesn't look like that ever got merged... Am I missing something here?
Thanks for all the awesome help btw.",3.0.0-wip,
twbs/bootstrap,https://github.com/twbs/bootstrap/pull/6342#issuecomment-20050228,branch_name,"@ollym Look at tasks. 28 more. Remove docs from main branch, fix JS (global and modals), fix LESS styles (forms and button groups) and improve customizer. 😄",main,
twbs/bootstrap,https://github.com/twbs/bootstrap/pull/23586#issue-251560076,branch_name,"Demo:
https://deploy-preview-23586--twbs-bootstrap.netlify.com/
If you want to help us do not hesitate to create a PR which targets this branch v4-without-jquery.",v4-without-jquery,just extracted relevant text
twbs/bootstrap,https://github.com/twbs/bootstrap/pull/23586#issuecomment-465740806,branch_name,"Thanks to everyone!
I hope we didn't break a lot of things, we tried our best. That being said, please try the master branch and feel free to provide any doc tweaks or bugfixes.
We'll make a new issue with the remaining TODO tomorrow.",master,
twbs/bootstrap,https://github.com/twbs/bootstrap/pull/23586#issuecomment-466279501,branch_name,"Congratulations, great job. I'm doing tests and I see that the branch ""v5-dev-jo-eslint-airbnb"" directly import plugins individually of v5-dev-jo-eslint-airbnb/src/js/ works without jquery in v4-dev, the question is if this is going to join the master. If this will only be available in v5, it is safe to copy the javascript files to v4.",v5-dev-jo-eslint-airbnb,
twbs/bootstrap,https://github.com/twbs/bootstrap/pull/23586#issuecomment-475885309,branch_name,"You shouldn't use something which is in development on production, however dangerous it might be.
That being said, you can always experiment with the master branch. Just keep in mind, it's not done yet.",master,
flutter/flutter,https://github.com/flutter/flutter/issues/18494#issuecomment-495273718,branch_name,"Let’s recap:
Flutter will support fat APKs via flutter build apk ....
If you want to try this feature right now try flutter build appbundle in the master branch. If app bundles don’t work for your use case, then (1) should cover the remaining cases.",master,
flutter/flutter,https://github.com/flutter/flutter/issues/18494#issuecomment-497118805,branch_name,"@Hixie There is Another Problem Arose here
app bundle by latest flutter (master as of now) not generating x86 , x86_64 versions
Files produced by master branch",master,just extracted relevant text
flutter/flutter,https://github.com/flutter/flutter/issues/16604#issuecomment-386561057,branch_name,Totally agree. This is a major regression. Not long ago I wrote in a blog post how happy I was that Flutter tooling just worked compared to Xamarin but now it's almost worse. Hot reload too often doesn't work on current dev and Master branches,dev,
flutter/flutter,https://github.com/flutter/flutter/issues/16604#issuecomment-386561057,branch_name,Totally agree. This is a major regression. Not long ago I wrote in a blog post how happy I was that Flutter tooling just worked compared to Xamarin but now it's almost worse. Hot reload too often doesn't work on current dev and Master branches,Master,
flutter/flutter,https://github.com/flutter/flutter/issues/16604#issuecomment-386665923,branch_name,"I'm not able to repro this neither from IJ, nor from command line(on physical Android device).
I'm starting Flutter Gallery, making simple change(lib/gallery/app.dart:128 'Flutter Gallery' -> 'Updated Flutter Gallery'), hot-reload, confirm I see the change(title of the app changes), stop the app, start it again, still see the change.
This is on 24.0.1 of Flutter IJ plugin, master branch of Flutter:
Flutter 0.3.6-pre.113 • channel master • git@github.com:aam/flutter.git Framework • revision d820e5f3b1 (12 hours ago) • 2018-05-03 22:27:29 -0700 Engine • revision e976be13c5 Tools • Dart 2.0.0-dev.53.0.flutter-e6d7d67f4b",master,
flutter/flutter,https://github.com/flutter/flutter/issues/16604#issuecomment-400545093,branch_name,I was also experiencing this issue on the beta and master branches of Flutter.,beta,just extracted relevant text
flutter/flutter,https://github.com/flutter/flutter/issues/16604#issuecomment-400545093,branch_name,I was also experiencing this issue on the beta and master branches of Flutter.,master,just extracted relevant text
flutter/flutter,https://github.com/flutter/flutter/issues/16604#issuecomment-413175659,branch_name,Yes please try that. Also you could try to switch to dev or master branch,dev,
flutter/flutter,https://github.com/flutter/flutter/issues/16604#issuecomment-413175659,branch_name,Yes please try that. Also you could try to switch to dev or master branch,master,
flutter/flutter,https://github.com/flutter/flutter/issues/31922#issuecomment-495494524,branch_name,"@blasten - could you please provide a kind of instructions how to use it from within Android Studio?
Here is my current flutter config:
Doctor summary (to see all details, run flutter doctor -v):
[√] Flutter (Channel stable, v1.2.1, on Microsoft Windows [Version 10.0.17763.503], locale en-US)
[√] Android toolchain - develop for Android devices (Android SDK version 28.0.3)
[√] Android Studio (version 3.4)
When this change will go to the stable branch?",stable,
microsoft/vscode,https://github.com/microsoft/vscode/pull/52707#issuecomment-426320083,branch_name,"Simply amazing, I'm actually running a copy from the swca branch to have this feature. I'd really like to see this in the next (unstable) vscode release",swca,
microsoft/vscode,https://github.com/microsoft/vscode/pull/52707#issuecomment-504403158,branch_name,"Unfortunately after long evaluation of transparency PR I've came to conclusion that the performance penalty it brings upon my 4-year old laptop is unbearable, so for now I'm stopping any work on that. Also I tried to rebase it on latest vscode version (1.35.1) and couldn't make it.
I renamed current branch (with the PR and my changes incorporated) to transparency and will use master branch for my tweaks only.",master,
microsoft/vscode,https://github.com/microsoft/vscode/pull/97272#issuecomment-832975924,branch_name,"@isidorn I've merged the latest main into my fork and topic branch, resolved the conflicts, and tested the change. I haven't reviewed comparers.ts yet to see if I can make it any more concise. I'll take a look at that next.",main,
microsoft/vscode,https://github.com/microsoft/vscode/pull/97272#issuecomment-832975924,branch_name,"@isidorn I've merged the latest main into my fork and topic branch, resolved the conflicts, and tested the change. I haven't reviewed comparers.ts yet to see if I can make it any more concise. I'll take a look at that next.",topic,
microsoft/vscode,https://github.com/microsoft/vscode/pull/66418#issuecomment-500104285,branch_name,"@jrieken Great work. The most astonishing point is that this is so fast and lightweight.
I have a question. Insets disappear when we change tabs. Is this an intended behavior?""
I am looking forward to this feature coming to the stable branch.",stable,
microsoft/vscode,https://github.com/microsoft/vscode/pull/66418#issuecomment-538185698,branch_name,@dddom check out this branch by @rdeline https://github.com/rdeline/vscode-python/tree/inset-results,https://github.com/rdeline/vscode-python/tree/inset-results,
microsoft/vscode,https://github.com/microsoft/vscode/issues/8017#issuecomment-499760504,branch_name,"@eamodio can you elaborate? I'm able to click on the twisties and other commands
Edit: Nevermind, I see what you mean with the compare branch. There appears to be some weird bug where changing the background-image on a pseudo element renders it invisible, making it un-clickable. Going to have to investigate this a bit more since this doesn't happen anywhere else. Can you point to where this is on the GitLens repo?",compare,
microsoft/vscode,https://github.com/microsoft/vscode/issues/178#issuecomment-335231776,branch_name,"Sure, it's all in the joh/feco-branch. There is a new decoration service which uses providers for the actual data. On the consuming side is the file label that we use for rendering file names",joh/feco-branch,just extracted relevant text
microsoft/vscode,https://github.com/microsoft/vscode/issues/178#issuecomment-337977474,branch_name,"@jrieken Do you have a Slack group, or somewhere else to discuss this issue? I can help :) I was able to pull, dev, and debug the current changes from the master branch. I fixed the ""added"" files showing as ""U"", and even added ""staged"" support. Since it was my first time in the project, I am resetting it back to master and doing it over again. I made a bunch of changes, and want to go in like a surgeon and not a nuke.",master,just extracted relevant text
microsoft/vscode,https://github.com/microsoft/vscode/pull/35956#issuecomment-347232930,branch_name,"@melvin0008 you can send PR against vscode-docs vnext branch and add this to Notable Changes, write it like #pr-number: short-description, similar to others https://github.com/Microsoft/vscode-docs/blob/vnext/release-notes/v1_19.md#notable-changes . Thanks for your help!",vnext,
angular/angular.js,https://github.com/angular/angular.js/issues/17004#issuecomment-595132375,branch_name,A security flaw is detected in the 1.7.x branch of the framework,1.7.x,
angular/angular.js,https://github.com/angular/angular.js/issues/16744#issue-373986810,branch_name,So if you'd like to test this out with angularJS you'll need to work off of the master branch in the jasmine project.,master,
angular/angular.js,https://github.com/angular/angular.js/issues/15201#issuecomment-250722286,branch_name,"You are apparently using Angular v1.5.8, but the docs you mention are from the latest code on the master branch. The v1.5.8 docs can be found here and they should be consistent with the behavior in the example.",master,
angular/angular.js,https://github.com/angular/angular.js/issues/15293#issuecomment-254628239,branch_name,"So, this is indeed a breaking change, but it is documented and has not happened in 1.5.x (which is the current stable branch). I can think of the following action items:",1.5.x,
angular/angular.js,https://github.com/angular/angular.js/issues/15293#issuecomment-255150415,branch_name,"release. In order to update the docs on the website for a branch (e.g. 1.3.x), we need to make a new release for that branch. Since versions 1.3.x, 1.4.x are not maintained anymore, we are not releasing new versions for them (unless there is a really important reason).",1.3.x,
angular/angular.js,https://github.com/angular/angular.js/issues/15348#issue-186668997,branch_name,"Also, I have tested it with 1.6.0.rc-0 and current master branch (HEAD was 3b7f29ff63e8bf02327a1430dcc2a4c83915a206) without success - issue still reproduces.",master,
angular/angular.js,https://github.com/angular/angular.js/issues/15348#issue-186668997,branch_name,"Also, I have tested it with 1.6.0.rc-0 and current master branch (HEAD was 3b7f29ff63e8bf02327a1430dcc2a4c83915a206) without success - issue still reproduces.",1.6.0.rc-0,
angular/angular.js,https://github.com/angular/angular.js/issues/15639#issue-202935037,branch_name,"Google Chrome on Windows 7 64bit
Yes, without ngAria
I am stuck with using Angular 1.3 branch line",1.3,
vuejs/awesome-vue,https://github.com/vuejs/awesome-vue/issues/3544#issuecomment-720019588,branch_name,"vue-class-store

vue3 branch: feature/vue-3

To install it",feature/vue-3,
vuejs/awesome-vue,https://github.com/vuejs/awesome-vue/issues/3544#issuecomment-751243268,branch_name,The library vue-advanced-cropper for cropping images is available for Vue 3 now (vue-next branch).,vue-next,
vuejs/awesome-vue,https://github.com/vuejs/awesome-vue/issues/3544#issuecomment-921693434,branch_name,"Can confirm Quasar v2 (using Vue3) is stable and marked as latest on NPM.
The linked vue3-work branch has been deleted so it now returns a 404 error",vue3-work,
moby/moby,https://github.com/moby/moby/issues/43038#issue-1059277072,branch_name,"Change into the root of the moby-fork repository.
And change to dry-run-test` branch
perform the ""make BIND_DIR=. shell"" command to build a development environment image and run it in a container",dry-run-test,
moby/moby,https://github.com/moby/moby/issues/42753#issuecomment-903291097,branch_name,Here is my docker version (docker-cli is the latest build from the master branch),master ,
moby/moby,https://github.com/moby/moby/issues/41827#issue-771588562,branch_name,It also reproduces with docker built from master git branch.,master ,
moby/moby,https://github.com/moby/moby/issues/41044#issuecomment-635882764,branch_name,"Opened moby/buildkit#1514. After that's merged, it needs to be vendor in the 19.03 branch in this repository to resolve the issue for 19.03",19.03,
